Tên,Cấu hình,Ảnh,Ảnh tổng thế,Giá,thumb
Sạc 3 cổng Xmobile DS260A,"Cấu hình: [('Model', 'DS260A'), ('Đầu vào', '100-240V~50/60Hz, 2A'), ('Đầu ra', 'USB: 5V - 3A, 9V - 2A, 12V - 1.5A, 10V - 2.25A (Max 22.5W) | Type C1/C2: 5V - 3A, 9V - 3A, 15V - 3A, 20V - 5A, 5-21V - 5A (Max 100W)'), ('Dòng sạc tối đa', '100 W'), ('Kích thước', 'Dài 4.66 cm - Ngang 4.06 cm - Cao 9.27 cm'), ('Công nghệ/Tiện ích', 'Công nghệ GaN | Power Delivery | Quick Charge 3.0'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Xmobile. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/340153/adapter-sac-3-cong-usb-type-c-pd-qc30-gan-100w-xmobile-ds260a-1-638896641975716687-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/340153/adapter-sac-3-cong-usb-type-c-pd-qc30-gan-100w-xmobile-ds260a-2-638896641981572295-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/340153/adapter-sac-3-cong-usb-type-c-pd-qc30-gan-100w-xmobile-ds260a-3-638896641986860361-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/340153/adapter-sac-3-cong-usb-type-c-pd-qc30-gan-100w-xmobile-ds260a-4-638896641995066341-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/340153/adapter-sac-3-cong-usb-type-c-pd-qc30-gan-100w-xmobile-ds260a-5-638896642000654450-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/340153/adapter-sac-3-cong-usb-type-c-pd-qc30-gan-100w-xmobile-ds260a-6-638896642010110384-750x500.jpg,,585000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/340153/adapter-sac-3-cong-usb-type-c-pd-qc30-gan-100w-xmobile-ds260a-thumb-638876687518108790-600x600.jpg
Adapter chuyển đổi Type C 4 in 1 Xmobile DS606H,"Cấu hình: [('Dùng cho', 'Laptop hỗ trợ cổng Type C'), ('Chức năng', 'Xuất hình ảnh | Chuyển đổi cổng kết nối | Truyền dữ liệu'), ('Đầu ra', '1 Type C | 1 HDMI | 2 USB 3.0'), ('Tốc độ truyền dữ liệu', 'USB 3.0 (5 Gbps) | USB 2.0 (480 Mbps)'), ('Chuẩn HDMI', 'HDMI 1.4'), ('Độ phân giải tối đa', '4K 30Hz'), ('Jack kết nối', 'Type-C'), ('Công suất tối đa', '100 W'), ('Độ dài dây', '0.125 m'), ('Kích thước', 'Hãng không công bố'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Thế Giới Di Động'), ('Hãng', 'Xmobile. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/12979/326874/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds606h-1-638844622837741723-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/12979/326874/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds606h-2-638844622844089411-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/12979/326874/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds606h-3-638844622851006583-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/12979/326874/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds606h-4-638844622856710944-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/12979/326874/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds606h-5-638844622863593810-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/12979/326874/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds606h-6-638844622872099344-750x500.jpg,,310000.0,https://cdn.tgdd.vn/Products/Images/12979/326874/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds606h-190624-090855-600x600.jpg
Cáp Type C - Type C 2m Xmobile DR-T11,"Cấu hình: [('Công nghệ/Tiện ích', 'Hỗ trợ sạc nhanh'), ('Chức năng', 'Sạc'), ('Đầu vào', 'USB Type-C'), ('Đầu ra', 'Type C: 5V - 3A, 9V - 2A, 12V - 3A, 15V - 3A, 20V - 3A (Max 60 W)'), ('Độ dài dây', '2 m'), ('Công suất tối đa', '60 W'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Thế Giới Di Động'), ('Hãng', 'Xmobile. Xem thông tin hãng')]",https://cdn.tgdd.vn/Products/Images/58/328421/cap-type-c-type-c-2m-xmobile-dr-t11-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/328421/cap-type-c-type-c-2m-xmobile-dr-t11-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/328421/cap-type-c-type-c-2m-xmobile-dr-t11-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/328421/cap-type-c-type-c-2m-xmobile-dr-t11-4-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/328421/cap-type-c-type-c-2m-xmobile-dr-t11-5-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/328421/cap-type-c-type-c-2m-xmobile-dr-t11-6-750x500.jpg,,175000.0,https://cdn.tgdd.vn/Products/Images/58/328421/cap-type-c-type-c-2m-xmobile-dr-t11-thumb-01-600x600.jpg
Sạc 3 cổng kèm Cáp Type C Baseus EnerCore CJ11 E0120H,"Cấu hình: [('Model', 'E0120H'), ('Đầu vào', '100-240V~50/60Hz 1.8A'), ('Đầu ra', 'Type C1/C2/C3: 5V - 3A, 9V - 3A, 12V - 3A, 15V - 3A, 20V - 3.35A (Max 67W)'), ('Dòng sạc tối đa', '67 W'), ('Kích thước', 'Dài 7 cm - Ngang 5.7 cm - Cao 3.6 cm'), ('Công nghệ/Tiện ích', 'Sạc nhanh | Công nghệ GaN6 | Power Delivery | Adapter có cáp dây rút đính kèm'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Baseus. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341747/adapter-sac-3-cong-type-c-pd-gan6-67w-kem-cap-type-c-baseus-enercore-cj11-e0120h-1-638903847695063169-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341747/adapter-sac-3-cong-type-c-pd-gan6-67w-kem-cap-type-c-baseus-enercore-cj11-e0120h-2-638903847709297676-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341747/adapter-sac-3-cong-type-c-pd-gan6-67w-kem-cap-type-c-baseus-enercore-cj11-e0120h-03-638899253457053037-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341747/adapter-sac-3-cong-type-c-pd-gan6-67w-kem-cap-type-c-baseus-enercore-cj11-e0120h-3-638903847716000244-750x500.jpg,,820000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341747/adapter-sac-3-cong-type-c-pd-gan6-67w-kem-cap-type-c-baseus-enercore-cj11-e0120h-thumb-638899250604869107-600x600.jpg
Cáp Type C - Lightning MFI 0.9m Anker 322 A81B5,"Cấu hình: [('Công nghệ/Tiện ích', 'Hỗ trợ sạc nhanh'), ('Chức năng', 'Sạc | Truyền dữ liệu'), ('Đầu vào', 'USB Type-C'), ('Đầu ra', 'Lightning: 20 W'), ('Độ dài dây', '0.9 m'), ('Công suất tối đa', '20 W'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Anker. Xem thông tin hãng')]",https://cdn.tgdd.vn/Products/Images/58/312263/cap-type-c-lightning-mfi-0-9m-anker-322-a81b5-1-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/312263/cap-type-c-lightning-mfi-0-9m-anker-322-a81b5-2-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/312263/cap-type-c-lightning-mfi-0-9m-anker-322-a81b5-3-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/312263/cap-type-c-lightning-mfi-0-9m-anker-322-a81b5-4-750x500.jpg,,250000.0,https://cdn.tgdd.vn/Products/Images/58/312263/cap-type-c-lightning-mfi-0-9m-anker-322-a81b5-thumb-1-600x600.jpg
Sạc 6 cổng Ugreen 40913,"Cấu hình: [('Model', '40913'), ('Đầu vào', '100-240V~50/60Hz, 2.5A'), ('Đầu ra', 'Type C3/C4: 5V - 3A, 9V 3A, 12V - 3A, 15V - 3A, 20V - 3.25A, 3.3~21V - 3A (Max 65W) | Type C1/C2: 5V - 3A, 9V - 3A, 12V - 3A, 15V - 3A, 20V - 5A, 3.3~21V - 3A (Max 100W) | USB A1/A2: 4.5V - 5A, 5V - 4.5A, 5V - 3A, 9V - 2A, 12V - 1.5A (Max 22.5W)'), ('Dòng sạc tối đa', '200 W'), ('Kích thước', 'Dài 10 cm - Ngang 3.2 cm - Cao 10 cm'), ('Công nghệ/Tiện ích', 'Công nghệ GaN | Power Delivery | Quick Charge 3.0'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Ugreen. Xem thông tin hãng')]",https://cdn.tgdd.vn/Products/Images/9499/327559/adapter-sac-6-cong-usb-type-c-pd-qc-3-0-gan-200w-ugreen-40913-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/9499/327559/adapter-sac-6-cong-usb-type-c-pd-qc-3-0-gan-200w-ugreen-40913-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/9499/327559/adapter-sac-6-cong-usb-type-c-pd-qc-3-0-gan-200w-ugreen-40913-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/9499/327559/adapter-sac-6-cong-usb-type-c-pd-qc-3-0-gan-200w-ugreen-40913-4-750x500.jpg,,2000000.0,https://cdn.tgdd.vn/Products/Images/9499/327559/adapter-sac-6-cong-usb-type-c-pd-qc-3-0-gan-200w-ugreen-40913-thumb-1-600x600.jpg
Cáp Lightning 1m Xmobile L2320,"Cấu hình: [('Chức năng', 'Sạc | Truyền dữ liệu'), ('Đầu vào', 'USB Type-A'), ('Đầu ra', 'Lightning: 5V - 2.4A (Max 12W)'), ('Độ dài dây', '1 m'), ('Công suất tối đa', '12 W'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Thế Giới Di Động'), ('Hãng', 'Xmobile. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/329480/cap-lightning-1m-xmobile-l2320-1-638617330003893973-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/329480/cap-lightning-1m-xmobile-l2320-2-638617330009084472-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/329480/cap-lightning-1m-xmobile-l2320-3-638617330015169150-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/329480/cap-lightning-1m-xmobile-l2320-4-638617330019802166-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/329480/cap-lightning-1m-xmobile-l2320-5-638617330026401645-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/329480/cap-lightning-1m-xmobile-l2320-6-638617330031569148-750x500.jpg,,150000.0,https://cdn.tgdd.vn/Products/Images/58/329480/cap-lightning-1m-xmobile-l2320-thumb-600x600.jpg
Sạc Xmobile YC-524ACC,"Cấu hình: [('Model', 'YC-524ACC'), ('Đầu vào', '110-240V~50/60Hz, 1.5A'), ('Đầu ra', 'USB QC 3.0: 5V - 3A, 9V - 2A, 12V - 1.5A (Max 18W) | Type C1/C2: 5V - 3A, 9V - 3A, 12V - 3A, 15V - 3A, 20V - 3.25A (Max 65W)'), ('Dòng sạc tối đa', '65 W'), ('Kích thước', 'Dài 8.89 cm - Ngang 4.53 cm - Cao 3.11 cm'), ('Công nghệ/Tiện ích', 'Công nghệ GaN | Quick Charge 3.0 | Power Delivery 3.0'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Xmobile. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341472/adapter-sac-3-cong-usb-type-c-pd-qc-3-0-gan-65w-xmobile-yc-524acc-den-2-638890490306519893-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341472/adapter-sac-3-cong-usb-type-c-pd-qc-3-0-gan-65w-xmobile-yc-524acc-den-3-638890490312436793-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341472/adapter-sac-3-cong-usb-type-c-pd-qc-3-0-gan-65w-xmobile-yc-524acc-den-4-638890490318412111-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341472/adapter-sac-3-cong-usb-type-c-pd-qc-3-0-gan-65w-xmobile-yc-524acc-den-5-638890490324252522-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341472/adapter-sac-3-cong-usb-type-c-pd-qc-3-0-gan-65w-xmobile-yc-524acc-den-6-638890490332369803-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341472/adapter-sac-3-cong-usb-type-c-pd-qc-3-0-gan-65w-xmobile-yc-524acc-den-7-638890490338086398-750x500.jpg,,350000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341472/adapter-sac-3-cong-usb-type-c-pd-qc-3-0-gan-65w-xmobile-yc-524acc-thumb-638894177840088727-600x600.jpg
Sạc xe hơi Baseus VCHXX-UC,"Cấu hình: [('Model', 'VCHXX-UC'), ('Đầu vào', 'DC 12 - 24V'), ('Đầu ra', 'USB-A: 5V - 3A, 9V - 3A, 10V - 2.25A, 12V - 2.5A (Max 30W) | Type C: 5V - 3A, 9V - 3A, 12V - 2.5A (Max 30W)'), ('Dòng sạc tối đa', '30 W'), ('Kích thước', 'Dài 4.1 cm - Đường kính 2 cm'), ('Công nghệ/Tiện ích', 'Sạc nhanh | Power Delivery'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Baseus. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341746/baseus-tiny-star-mini-vchxx-uc-1-638905019585101065-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341746/baseus-tiny-star-mini-vchxx-uc-2-638905019593918544-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341746/baseus-tiny-star-mini-vchxx-uc-3-638905019599974931-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341746/baseus-tiny-star-mini-vchxx-uc-4-638905019606243430-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341746/baseus-tiny-star-mini-vchxx-uc-5-638905019615136274-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341746/baseus-tiny-star-mini-vchxx-uc-6-638905019621398076-750x500.jpg,,255000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/341746/sac-xe-hoi-2-cong-usb-type-c-pd-qc-3-0-30w-baseus-tiny-star-mini-vchxx-uc-thumb-638899249066400609-600x600.jpg
Cáp Thunderbolt 3 USB-C 0.8m Belkin F2CD084,"Cấu hình: [('Công nghệ/Tiện ích', 'Hỗ trợ sạc nhanh'), ('Chức năng', 'Sạc | Truyền dữ liệu'), ('Đầu vào', 'USB Type-C'), ('Đầu ra', 'Type C: 100 W'), ('Tốc độ truyền dữ liệu', '400 Mbps'), ('Độ dài dây', '0.8 m'), ('Công suất tối đa', '100 W'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Mỹ'), ('Hãng', 'Belkin. Xem thông tin hãng')]",https://cdn.tgdd.vn/Products/Images/58/327229/cap-thunderbolt-3-usb-c-0-8m-belkin-f2cd084-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/327229/cap-thunderbolt-3-usb-c-0-8m-belkin-f2cd084-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/327229/cap-thunderbolt-3-usb-c-0-8m-belkin-f2cd084-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/58/327229/cap-thunderbolt-3-usb-c-0-8m-belkin-f2cd084-8-750x500.jpg,,860000.0,https://cdn.tgdd.vn/Products/Images/58/327229/cap-thunderbolt-3-usb-c-0-8m-belkin-f2cd084-thumb-600x600.jpg
Adapter chuyển đổi USB Type C 4 in 1 HyperDrive HD41,"Cấu hình: [('Dùng cho', 'Laptop hỗ trợ cổng Type C'), ('Chức năng', 'Xuất hình ảnh | Chuyển đổi cổng kết nối'), ('Đầu ra', '2 USB | 1 HDMI (4K) | 1 Type C (PD 100W)'), ('Tốc độ truyền dữ liệu', 'USB 3.0 (5 Gbps)'), ('Chuẩn HDMI', 'HDMI 2.0'), ('Độ phân giải tối đa', '4K 60Hz'), ('Jack kết nối', 'Type-C'), ('Công suất tối đa', '100 W'), ('Độ dài dây', '0.18 m'), ('Kích thước', 'Dài 8.5 cm - Ngang 3.4 cm - Cao 1.4 cm'), ('Công nghệ/Tiện ích', 'Power Delivery'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Mỹ'), ('Hãng', 'Hyper. Xem thông tin hãng')]",https://cdn.tgdd.vn/Products/Images/12979/310635/adapter-chuyen-doi-usb-type-c-4-in-1-hyperdrive-hd41-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/12979/310635/adapter-chuyen-doi-usb-type-c-4-in-1-hyperdrive-hd41-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/12979/310635/adapter-chuyen-doi-usb-type-c-4-in-1-hyperdrive-hd41-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/12979/310635/adapter-chuyen-doi-usb-type-c-4-in-1-hyperdrive-hd41-4-750x500.jpg; https://cdn.tgdd.vn/Products/Images/12979/310635/adapter-chuyen-doi-usb-type-c-4-in-1-hyperdrive-hd41-5-750x500.jpg; https://cdn.tgdd.vn/Products/Images/12979/310635/adapter-chuyen-doi-usb-type-c-4-in-1-hyperdrive-hd41-6-750x500.jpg,,1365000.0,https://cdn.tgdd.vn/Products/Images/12979/310635/adapter-chuyen-doi-usb-type-c-4-in-1-hyperdrive-hd41-thumb-600x600.jpg
Sạc kèm cáp Type C Xiaomi HyperCharge,"Cấu hình: [('Model', 'HyperCharge'), ('Đầu vào', '100-240V~50/60Hz, 1.7A'), ('Đầu ra', 'USB: 5.0-20.0V - 6.2-3.25A (Max 67W)'), ('Dòng sạc tối đa', '67 W'), ('Kích thước', 'Dài 4.93 cm - Ngang 2.8 cm - Cao 9.3 cm'), ('Công nghệ/Tiện ích', 'Power Delivery'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Xiaomi. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/332324/bo-adapter-sac-67w-kem-cap-type-c-1m-xiaomi-hypercharge-trang-1-638677218317893195-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/332324/bo-adapter-sac-67w-kem-cap-type-c-1m-xiaomi-hypercharge-trang-2-638677218325988704-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/332324/bo-adapter-sac-67w-kem-cap-type-c-1m-xiaomi-hypercharge-trang-3-638677218332890669-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/332324/bo-adapter-sac-67w-kem-cap-type-c-1m-xiaomi-hypercharge-trang-4-638677218338852863-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/332324/bo-adapter-sac-67w-kem-cap-type-c-1m-xiaomi-hypercharge-trang-5-638677218346369448-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/332324/bo-adapter-sac-67w-kem-cap-type-c-1m-xiaomi-hypercharge-trang-6-638677218354121972-750x500.jpg,,790000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/332324/bo-adapter-sac-67w-kem-cap-type-c-1m-xiaomi-hypercharge-trang-thumb-1-638677202220462761-600x600.jpg
Cáp Type C - Type C 1m Magnetic Baseus PicoGo CB000153,"Cấu hình: [('Công nghệ/Tiện ích', 'Hỗ trợ sạc nhanh'), ('Chức năng', 'Sạc'), ('Đầu vào', 'USB Type-C'), ('Đầu ra', 'USB Type-C'), ('Độ dài dây', '1 m'), ('Công suất tối đa', '240 W'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Baseus. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331871/cap-type-c-type-c-1m-magnetic-baseus-picogo-cb000153-den-1-638668731433298449-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331871/cap-type-c-type-c-1m-magnetic-baseus-picogo-cb000153-den-2-638668731439644233-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331871/cap-type-c-type-c-1m-magnetic-baseus-picogo-cb000153-den-3-638668731447297637-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331871/cap-type-c-type-c-1m-magnetic-baseus-picogo-cb000153-4-638670029981833015-750x500.jpg,,210000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331871/cap-type-c-type-c-1m-magnetic-baseus-picogo-cb000153-thumb-1-638668739951747255-600x600.jpg
Cáp Type C - Lightning MFI 1m Ugreen US532 90493,"Cấu hình: [('Công nghệ/Tiện ích', 'Hỗ trợ sạc nhanh'), ('Chức năng', 'Sạc | Truyền dữ liệu'), ('Đầu vào', 'USB Type-C'), ('Đầu ra', 'Lightning: 60 W'), ('Độ dài dây', '1 m'), ('Công suất tối đa', '60 W'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Ugreen. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/332240/cap-type-c-lightning-mfi-1m-ugreen-us532-90493-1-638678051073087522-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/332240/cap-type-c-lightning-mfi-1m-ugreen-us532-90493-2-638678051067711994-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/332240/cap-type-c-lightning-mfi-1m-ugreen-us532-90493-3-638678051062097768-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/332240/cap-type-c-lightning-mfi-1m-ugreen-us532-90493-4-638693339675190849-750x500.jpg,,345000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/332240/cap-type-c-lightning-mfi-1m-ugreen-us532-90493-thumb-13.-638742833841424827-600x600.jpg
Sạc Không Dây 2 in 1 kèm Cáp Type C - Type C 1m Ugreen W709 45775,"Cấu hình: [('Model', 'W709 45775'), ('Đầu vào', 'Type C1: 5V - 3A, 9V - 3A, 12V - 2.5A (Max 30W)'), ('Đầu ra', 'Không dây (điện thoại): Max 15W | Không dây (TWS): 5W | Type C2: 5V - 1A (Max 5W)'), ('Dòng sạc tối đa', '15 W'), ('Kích thước', 'Dài 6.3 cm - Ngang 6 cm - Cao 7.9 cm'), ('Công nghệ/Tiện ích', 'Sạc không dây Qi2'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Ugreen. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/337968/de-sac-khong-day-2-in-1-qi2-15w-magnetic-ugreen-w709-45775-1-638827563809973504-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/337968/de-sac-khong-day-2-in-1-qi2-15w-magnetic-ugreen-w709-45775-2-638827563815944522-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/337968/de-sac-khong-day-2-in-1-qi2-15w-magnetic-ugreen-w709-45775-3-638827563821953558-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/337968/de-sac-khong-day-2-in-1-qi2-15w-magnetic-ugreen-w709-45775-4-638827563830160653-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/337968/de-sac-khong-day-2-in-1-qi2-15w-magnetic-ugreen-w709-45775-5-638827563836052174-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/337968/de-sac-khong-day-2-in-1-qi2-15w-magnetic-ugreen-w709-45775-6-638827563843947794-750x500.jpg,,990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/9499/337968/de-sac-khong-day-2-in-1-qi2-15w-magnetic-ugreen-w709-45775-thumb-638827637084379426-600x600.jpg
Cáp Type C - Type C 0.9m Anker 543 Nylon Bio-braided A80E5,"Cấu hình: [('Công nghệ/Tiện ích', 'Hỗ trợ sạc nhanh'), ('Chức năng', 'Sạc'), ('Đầu vào', 'USB Type-C'), ('Đầu ra', 'Type C: 240W (Max)'), ('Độ dài dây', '0.9 m'), ('Công suất tối đa', '240 W'), ('Sản xuất tại', 'Trung Quốc'), ('Thương hiệu của', 'Trung Quốc'), ('Hãng', 'Anker. Xem thông tin hãng')]",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331976/cap-type-c-type-c-0-9m-anker-543-nylon-bio-braided-a80e5-den-31-638683251922959848-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331976/cap-type-c-type-c-0-9m-anker-543-nylon-bio-braided-a80e5-den-2-638683251934005949-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331976/cap-type-c-type-c-0-9m-anker-543-nylon-bio-braided-a80e5-den-3-638683251916684342-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331976/cap-type-c-type-c-0-9m-anker-543-nylon-bio-braided-a80e5-den-5-638683359839918461-750x500.jpg,,160000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/58/331976/cap-type-c-type-c-0-9m-anker-543-nylon-bio-braided-a80e5-thumb-638683355180171477-600x600.jpg
